index,ngram,sentence,replace,error,replacement
6,1,"Moreover, research relating to PMEPs in low- and middle-income countries is scarce and warrants further study.","('in',)",insert_determiner,foo
310,1,This requires urgent attention from FIGO.,"('from',)",random,foo
485,1,Multivariate logistic regressions were used to determine final models of willingness to respond for both scenarios.,"('used',)",verb_form_change_insert_determiner,foo
985,1,P. juliflora had 100% seed germination rate were observed from the faecal samples of wild boar and feral horse.,"('observed',)",insert_determiner,foo
585,1,"CONCLUSION: Our findings highlight an abundance of YouTube videos with useful information on SLE, that are mostly reliable and of high quality.","('with',)",duplication,foo
432,1,The model allows us to make integrated operational and strategic decisions by placing an emphasis on the carbon emission levels (i.e. environmental dimension) and the total cost (i.e. economic dimension).,"('levels',)",spelling_errors,foo
47,1,"CONCLUSIONS: Mini-laparoscopic pyeloplasty to treat UPJO in infants has the same early clinical efficacy and safety as open surgery, and this procedure has the advantages of fewer incisions, less pain, quicker recovery, and better cosmetic outcomes.","('to',)",punctuations,foo
19,1,"In three dogs, infertility was associated with hypothyroidism.","('In',)",duplication,foo
106,1,Vitamin D insufficiency or deficiency was also not independently associated with either COVID-19 infection or linked mortality.,"('or',)",punctuations,foo
60,1,"These will be based largely on the mechanisms we have identified from our studies in an ovine model of SFK, that implicate the renal nitric oxide system, the renin angiotensin system and the renal nerves to kidney disease and hypertension associated with SFK.","('to',)",verb_form_change_insert_determiner,foo
505,1,Cells that experience significant mechanical stress are seen to have abundant caveolae.,"('significant',)",verb_form_change_insert_determiner,foo
128,1,These clinical descriptors can assist clinicians in identifying high-risk patients within the broad range of risk for patients who underwent LMCA revascularization.,"('These',)",duplication,foo
721,1,"Despite the fact that the majority of people in tuberculosis (TB)-endemic areas are vaccinated with the Bacillus Calmette-Guerin (BCG) vaccine, TB remains the leading infectious cause of death.","('with',)",remove_words,foo
746,1,"OBJECTIVES: The aim of this research was to evaluate the associations of serum levels of PCB, PCDD, and PCDF congeners with follicle stimulating hormone (FSH) and luteinizing hormone (LH) in postmenopausal women not taking exogenous hormones.","('not',)",split_words,foo
540,1,"CONCLUSIONS: Overall, the results suggested that residues at protein-, DNA-, and RNA-binding interfaces contributed toward predicting that common SAVs more likely affect molecular function than rare SAVs.","('results',)",random,foo
156,1,We hope that our modifications will serve as a guide for every Otolaryngologist throughout India towards performing their clinical duties confidently without any apprehension and ensuring adequate safety during this testing times in their small set-up/ clinical establishments.,"('without',)",insert_determiner,foo
852,1,"CONCLUSIONS/IMPLICATIONS: Recent immigrants vary considerably from long-standing residents, and tend to wait longer to be placed into LTC homes.","('from',)",random,foo
974,1,"Post-transplant aBMD changes were minimal and were significant only in the ultradistal radius during the first post-operative year {median -2.2% [interquartile range (IQR) -5.9-1.2] decline, P = 0.01} and in the lumbar spine between Years 1 and 5 [median 1.6% (IQR -3.2-7.0) increase, P = 0.009].","('only',)",remove_words,foo
605,1,The development of patient-centric sampling as an enabling technology for clinical trials.,"('clinical',)",random,foo
474,1,"Conclusions: Acculturation increased the odds of diabetes diagnosis, and BMI mediated the association.","('the',)",duplication,foo
344,1,It showed the number of moyamoya disease pregnancies has risen rapidly over the last decade.,"('of',)",duplication,foo
754,1,This study aimed to evaluate the antibacterial and antibiotic-enhancing effects of the essential oil obtained from Ocimum gratissimum L.,"('evaluate',)",punctuations,foo
977,1,"The Association Between Environmental Lead Exposure and Recurrent Respiratory Infections in Children Aged 3-7 Years in Shenyang, China.","('The',)",dictionary_replacement_verb_form_change,foo
62,1,"In conclusion, age and sex significantly influence morphometric measurements of CC in Middle Eastern Arab population.","('influence',)",duplication,foo
167,1,"The structural characteristics of the giant panda pMHC-I complex (pAime-128), including the unique pockets in the peptide-binding groove (PBG), were analyzed in detail.","('The',)",insert_determiner,foo
556,1,Fpn plasma membrane expression is controlled by the hepatic iron-regulated hormone hepcidin in response to high iron availability and inflammation.,"('expression',)",spelling_errors,foo
898,1,"RVF is of global concern, having expanded its geographical range over the last decades.","('over',)",punctuations,foo
747,1,"Compared to PITD, CGCD reduced the CRT risk over 7 days in critically ill patients.UMIN Clinical Trials Registry: UMIN000037492.","('over',)",spelling_errors,foo
184,1,"Supramolecular architectures that are built artificially from biomolecules, such as nucleic acids or peptides, with structural hierarchical orders ranging from the molecular to nano-scales have attracted increased attention in molecular science research fields.","('to',)",verb_form_change_insert_determiner,foo
30,1,Chi-square tests were performed to assess the association of insurance status with receipt of services.,"('the',)",split_words,foo
382,1,The negatively charged scheelite surfaces are not conducive to coordination bonding with CEA while the positively charged fluorite and calcite surfaces are.,"('with',)",split_words,foo
843,1,The body mass index and salivary secretion rate were within normal ranges.,"('rate',)",random,foo
923,1,Is lactic acidosis predictive of outcomes in pediatric diabetic ketoacidosis?,"('outcomes',)",dictionary_replacement_verb_form_change,foo
668,1,Patients in the highest PC level quartile were characterized by the lowest GM volumes.,"('level',)",duplication,foo
70,1,OBJECTIVE: We analyzed provider attitudes toward specific components of PCMH in the Veterans Health Administration (VA) and their relation to emotional exhaustion (EE)-a central component of burnout-and intent to remain in VA primary care.,"('primary',)",random,foo
254,1,The ER pathway-based HEDs were compared with HEDs from animal studies and used to assess the combined risks for different populations across different countries/regions in a probabilistic manner.,"('in',)",random,foo
133,1,"Recently, the involvement of the microbiota in gastric carcinogenesis has been described.","('the',)",verb_form_change_insert_determiner,foo
362,1,"Soybean hull as a rich and inexpensive source of dietary fiber and because of its health properties, is a good option for supplying dietary fiber to various food industries.","('is',)",spelling_errors,foo
385,1,Refraining from excessive near work could decrease the degree of esodeviation in these patients.,"('from',)",random,foo
818,1,Background Prescription evaluation by pharmacists has potential to improve pharmacotherapy management.,"('evaluation',)",remove_words,foo
984,1,"After 6 months of treatment, the total effective rate of the treatment was evaluated.","('was',)",duplication,foo
868,1,"Finally, highly differentiated genomic regions among Korean native duck and other duck breeds were identified, and functions of genes in those regions were examined.","('in',)",random,foo
471,1,CONCLUSION: PCI improves the 1-year overall survival rate and reduces the risk of brain metastasis in patients with extensive-stage SCLC.,"('in',)",dictionary_replacement_verb_form_change,foo
787,1,Transcranial magnetic stimulation (TMS) was applied over the primary motor cortex to elicit motor-evoked potentials (MEPs) from the right tibialis anterior during: (i) pre-contraction phase; (ii) ascending contraction phase; (iii) plateau phase (tonic tasks only); and (iv) resting phase (control).,"('from',)",duplication,foo
912,1,Rationale of the study was to utilize Hu sheep milk as a source of potential probiotic LABs.,"('the',)",spelling_errors,foo
889,1,"We performed a descriptive analysis of CCC hospitalizations then determined if transfer was associated with LOS, mortality, or receipt of critical care services using survey-adapted quasi-Poisson or logistic regression models, controlling for hospital and patient demographics.","('using',)",dictionary_replacement_verb_form_change,foo
256,1,"The results from the review signify that the plant is used by the different tribes of the world for the treatment of patients suffering from fever, edema, dysentery, rheumatalgia, whooping cough, jaundice, throat pain, psoriasis, herpes zoster infection, hepatitis-B infection, soothing pain, dysmenorrhoea and carbunculosis.","('the',)",dictionary_replacement_verb_form_change,foo
955,1,"This paper describes the main chronological steps that characterized the history of progesterone, where scientific research and clinical practice are arrived and WHICH are the future perspectives on this hormone with a ""never-ending history.""","('main',)",random,foo
295,1,"Thus, we performed prosthetic graft replacement for an aortic aneurysm, and suturing of the duodenal fistula and duodenojejunal side-to-side anastomosis were performed.","('and',)",verb_form_change_insert_determiner,foo
31,1,A multivariable logistic regression analysis was used to identify the factors associated with falls.,"('analysis',)",remove_words,foo
891,1,"LDs were also observed in the cholangiocytes of the LivKO mice, but not the floxed controls.","('were',)",verb_form_change_insert_determiner,foo
