index,ngram,sentences,replace,error,replacement
1076,1,The effectiveness of measures taken by the study hospitals to prevent nosocomial transmission was reviewed.,['the'],remove_words,[]
1564,1,The third stage involved validating the questionnaire with 462 PHC workers in Kendal District.,['involved'],split_words,['involved']
1509,1,A Morris water maze test was performed after 4 weeks.,['A'],insert_determiner,"['on', 'A']"
1613,1,This study set out to identify the role of cfDNA detection in distinguishing between benign and malignant thyroid nodules.,['of'],insert_determiner_verb_form_change,"['to', 'of']"
407,1,Infant Cranial Deformity: Cranial Helmet Therapy or Physiotherapy?,['or'],duplication,['or or']
69,1,Dermatologic manifestations of COVID-19: a comprehensive systematic review.,['a'],insert_determiner,"['a', 'a']"
1482,1,"On the third day after the operation, the patient was able to get out of bed and was discharged on the sixth day after the operation.",['day'],split_words,['day']
1097,1,Mangiferin prevents the impairment of mitochondrial dynamics and an increase in oxidative stress caused by excessive fluoride in SH-SY5Y cells.,['cells.'],verb_form_change_insert_determiner,"['it', 'cells.']"
804,1,"RESULTS: No significant difference in diagnostic yield was detected in the two groups, with frame-based biopsy having a diagnostic yield of 91.4% and Remebot robot-assisted frameless brain biopsy having a diagnostic yield of 93.5%.",['of'],punctuations,"['of,']"
221,1,Our results concluded that occupational exposure to welding fumes may cause DNA damage and can lead to important health hazards in the workers.,['results'],duplication,['results results']
1934,1,"Although this inadequacy in medical school MSK education has been recognized for decades, little has changed to address this critical deficiency.",['education'],verb_form_change_insert_determiner,"['from', 'education']"
1186,1,"Stability up to five freeze-thaws was observed for the Ortho hs-cTnI assay, with the analyte stability at room temperature in serum superior to Li-Hep with gross hemolysis also affecting Li-Hep plasma hs-cTnI results.",['the'],insert_determiner_verb_form_change,"['been', 'the']"
966,1,The contact factor activities in plasma were measured with the corresponding specific peptide substrates.,['The'],punctuations,['The..']
1195,1,"However, their quality of life was not compromised by their oral health status.",['health'],verb_form_change_insert_determiner,"['was', 'health']"
583,1,METHODS: A decision analytic model to estimate cost-effectiveness was developed using a Markov process.,['developed'],spelling_errors,['developed']
324,1,"With about half of all abstracts reaching publication, our study highlights the significant volume of research presented at this unique meeting that does not reach a broader audience through publication and thus is limited in its potential clinical applications in cosmetic dermatology.",['thus'],remove_words,[]
1404,1,Patterns and Trends of Cancer Screening in Canada: Results From a Contemporary National Survey.,['Results'],remove_words,[]
480,1,This study demonstrated quantitative and qualitative antibiofilm effect of Apt17 against the biofilms of two Salmonella enteritidis strains.,['This'],insert_determiner_verb_form_change,"['in', 'This']"
1085,1,The lesions were visible on imaging but were either ill-defined or had indeterminate features for characterization.,['either'],duplication,['either either']
311,1,Healthcare providers should pay much more attention to this issue.,['to'],punctuation_braces,['to}']
929,1,We also show that DrHU is capable of bridging distinct DNA segments.,['also'],spelling_errors,['also']
1692,1,"The aim of this study was to report all the surgically intervened patients with suspected or confirmed SARS CoV-2 infection from April 1 to July 31, 2020, and to estimate their prognosis in the Surgical Therapy Department of a third level hospital in Mexico.",['report'],split_words,['report']
348,1,"RESULTS: No significant difference was found between the global dGEMRIC indices of the study group (449 +/- 147 ms, 95% CI 432-466 ms) and the control group (428 +/- 143 ms, 95% CI 416-442 ms; P = 0.235).",['control'],insert_determiner_verb_form_change,"['from', 'controling']"
476,1,"Moreover, the tested concentrations (1/20 and 1/10 MBC) of the compound (1,4-naphthoquinone) were able to reduce the microbial motility of Staphylococcus aureus that might affect the development of biofilm.",['able'],duplication,['able able']
1383,1,"Therefore, the assessment of leptomeningeal collateralization is of major importance.",['the'],insert_determiner,"['or', 'the']"
1667,1,"Decellularization selectively removed some axon-inhibitory molecules such as myelin-associated glycoprotein (basically not detected in DON) and chondroitin sulfate proteoglycans (detected in DON at a level less than 0.3 fold that in ON) and preserved some axon-promoted extracellular matrix (ECM) proteins, including collagen IV and laminin (detected at levels 6.0-fold higher in DON than in ON).",['in'],insert_determiner,"['or', 'in']"
1077,1,"In this pilot study, we utilized a large animal (porcine) model to develop a numerical Mesh Tissue Integration (MTI) Index focused on visible tissue ingrowth, fibrosis, adhesion formation and resorption of mesh.",['In'],punctuations,['In;']
888,1,CONCLUSION: Physiologic voice therapy based on the SOVM with connected speech exercises seems to be an effective tool to improve voice in subjects diagnosed with voice complaints.,['be'],split_words,['be']
1069,1,"Sixty participants, who visited the active ageing center at the university were randomized into two groups- intervention and control.",['randomized'],split_words,['randomized']
1918,1,CONCLUSIONS: Older persons with out-of-hours GPC contact for an emergency care visit were significantly frailer in all domains and more likely to use home care or to be admitted to the hospital compared to the reference group.,['compared'],spelling_errors,['compared']
360,1,"Therefore, ICG fluorescence method is safe and effective addition in breast clinical settings, wherein blue dye alone is used.",['effective'],insert_determiner,"['are', 'effective']"
1947,1,"CONCLUSIONS: Co-inoculation with F. mosseae and S. medicae offered complementarily improved alfalfa nutrient uptake and growth, which increased plant health.",['improved'],spelling_errors,['improved']
1602,1,"This information may help players and coaches manage different workout types or, more specifically, competition schedules that are adapted to suit modern badminton's characteristics.",['to'],verb_form_change_insert_determiner,"['on', 'to']"
1354,1,The example file works with still rendered 3D images but the principles apply to image sequences as well.,['the'],insert_determiner_verb_form_change,"['from', 'the']"
1816,1,Serologic assays can be used in surveillance to clarify the duration and protective nature of humoral responses to SARS-CoV-2 infection.,['used'],verb_form_change_insert_determiner,"['on', 'using']"
1250,1,"PARTICIPANTS: A retrospective review of 278 concussed youths clinical charts resulted in a total of 158 participants (16.5 +/- 2.8 years, 46.8% women, 4.3 +/- 3.3 days post-injury) when exclusionary criteria (ie, neurological or substance use disorders, age >21, >14 days since injury, and missing/incomplete data) were applied.","['years,']",verb_form_change_insert_determiner,"['is', 'years,']"
1478,1,"RESULTS: A total of 65 patients were included in the study: 28 in the split face group, 19 in the bilateral block group, and 18 without a block.",['of'],insert_determiner,"['or', 'of']"
1532,1,"Powers in specific frequency bands, complexity, presence of nonlinear dynamics and markers of cardiac baroreflex and cerebral autoregulation were calculated.",['presence'],insert_determiner_verb_form_change,"['to', 'presence']"
100,1,"Also, factors related to continuing elevated distress were explored.",['to'],split_words,['to']
121,1,A risk score was developed and validated with receiver operating curves.,['score'],verb_form_change_insert_determiner,"['from', 'scored']"
467,1,"One hundred and twenty-eight primarily low-income adolescents (mean age: 15.9 years, 75% African American) from urban environments completed a modified monetary incentive delay task during functional magnetic resonance imaging (fMRI).",['imaging'],insert_determiner_verb_form_change,"['in', 'images']"
127,1,Skin and Soft Tissue Infections in Patients with Diabetes Mellitus.,['Patients'],split_words,['Patients']
1797,1,We next noted that ALDH2 deficiency increased Max expression and decreased miR-31-5p level.,['decreased'],insert_determiner_verb_form_change,"['a', 'decreases']"
1616,1,The fact that not all panellists took part in all rounds may have resulted in selection bias.,['The'],duplication,['The The']
612,1,METHODS: Huh7.5-CYP (RLW) cells were exposed to HIV and acetaldehyde-generating system (AGS) in the presence or absence of OCA.,['HIV'],insert_determiner_verb_form_change,"['in', 'HIV']"
1334,1,"As curing methods are characterized by high parameter variability and predictions about inactivation of parasitic stages in raw meat products are difficult, curing and smoking are not recommended for Trichinella control.",['high'],insert_determiner,"['or', 'high']"
446,1,This study aimed to evaluate this technique's feasibility and usefulness in intraoperatively assessing vascular perfusion in a laparoscopically harvested omental flap.,['vascular'],split_words,['vascular']
1996,1,Rheumatologists adjusted treatment according to disease activity recorded during clinic consultation while blinded to home PDAS2 scores.,['according'],duplication,['according according']
1543,1,"Therefore, all health institutions should promote early treatments and prevention of diarrhea and acute lower respiratory infections of under-five children at the health facility and household level.",['the'],verb_form_change_insert_determiner,"['is', 'the']"
170,1,"It is also necessary to cultivate teaching expertise through sharing online physical education classes, where collaboration among physical education teachers is central.",['is'],duplication,['is is']
82,1,"DESIGN: Multicentre, randomised, participant- and outcome assessor-blinded, placebo-surgery controlled trial.",['and'],insert_determiner_verb_form_change,"['a', 'and']"
489,1,"Although development was slower and survival poorer on several of the conifers, first instar larvae were able to utilize conifers unless the needles were tough or feeding deterrents were present.",['was'],remove_words,[]
